File Name,Content
Serial number 1 :,"ના બહુચર્ચિત ઇયર બર્ડની કિંમત સાંભળી ચોંકી ઉઠશો

 લેટેસ્ટ સ્ટોરીઝ સ્પોર્ટ્સ ના બહુચર્ચિત ઇયર બર્ડની કિંમત સાંભળી ચોંકી ઉઠશોક્રિકેટર હોવાની સાથે સાથે દેશના સેંકડો લોકોનો પસંદગીનો સ્ટાર પણ છે. એટલુંનહી તેના હેરસ્ટાઇલથી માંડીને તેના લુકને પણ મોટા પ્રમાણમાં લોકો ફોલો કરતા હોય છે. જો કે હાલમાં વિરાટ કોહલીના ઇયર બર્ડ ખુબચર્ચામાં છે. જો કેઇયર બર્ડ અંગે અમે તમને જણાવવા જઇ રહ્યા છીએ. બીજી તરફ હાલમાંએ એક વીડિયો પોસ્ટ કર્યો છે. જેમાં વિરાટ કોહલી અને વેસ્ટ ઇન્ડિઝના વિકેટ કીપર બેટર જોશુઆ ડા સિલ્વાની માંને મળ્યા હતા. ત્યાર બાદ તેમની માતાની આંખોમાંથી આંસુ છલટી ઉઠ્યા હતા. વિકેટકીપરે ભારતીય ક્રિકેટર વિરાટ કોહલીના ખુબવખાણ કર્યા હતા.વીડિયોમાં વિરાટ કોહલી એક બ્લેક કલરના ઇયર બર્ડ સાથે જોવા આવ્યા છે.ઇયરબર્ડસ કંપનીના છે. ના ઇયરબર્ડ્સઇયરબર્ડ્સ કંપનીનો છે, જો કે,નથી. કોહલીના ઇયરબર્ડ્સ છે.ઓફલાઇન અને ઓનલાઇન માર્કેટમાં વેચાણ માટે ઉપલબ્ધ છે. કંપની ની છે કંપનીનું વર્ષ માં એપલ દ્વારા અધિગ્રહણ કરવામાં આવી ચુક્યું છે. અને ના અનેક પોપ્યુલર હેડફોન, સ્પીકર અને ઓડિયો સોફ્ટવેર છે. બીટ્સ હાલ પણ ભારતના બજારમાં પોતાની પ્રોડક્ટ લોન્ચ કરે છે. ઓનલાઇન અને ઓફલાઇન માર્કેટથી બિટ્સ પ્રોડક્ટ વેચાણ માટે ઉફલબ્ધ છે. જો કે કેટલાક અને હેડફોનને પર ઉપલબ્ધ કરાવ્યા છે. શું છે કિંમત વિરાટ કોહલીના ઇયરબડ્સ જોવામાં બિટ્સ પાવરબિટ પ્રો ટીડબલ્યુએસ ઇયરબર્ડ જેવા છે. જે ના પ્લેટફોર્મ પર રૂપિયામાં ઉપલબ્ધ છે. જ્યારે પર તે હાલ અન અવેલેબલ બતાવી રહ્યા છે. સચિને કોતરાવ્યું સીમાના નામનુંઆ રીતે પ્રેમ વ્યક્ત કર્યો ગદર ની એક્ટ્રેસનો ગદર સાથે પણ સંબંધ, પિતાના ખોળામાં જોયું શૂટિંગ દિશા પટણી બની ગઈ ડાયરેક્ટર બોલી- કેમ કરું ચિંતા લીંબુના પાંદડાના છે મોટા ફાયદા, જાણ્યા પછી આપ પણ કરશો ઉપયોગ પુત્રી રાહાથી દૂર નહીં રહી શક્તી આલિયા, સ્ટૂડિયોમાં બનાવડાવી લીધું આખુ શહેર વાહ! શું સ્વેગ છે… રાહુલ ગાંધીએ લદ્દાખના રસ્તાઓ પર દોડાવી બાઈક ના મહિલા નેતા રેશ્મા પટેલ લગ્નના બંધનમાં બંધાયા, સામે આવી તસવીરો અંબાજીના દર્શને પહોંચી સીરીયલની અનુપમા-કારણોથી ‘ગદર’ની સામે કમજોર છે સની દેઓલની પાપા શોએબના ખોળામાં સૂઈ ગયો રુહાન, દીપિકા બોલી- શાંતિ મળી… સીમા હૈદરે સંભળાવી હનુમાન ચાલીસા, કહ્યું- રોજ કરું છું પૂજા-પાઠ ઈશા, આકાશ, અનંત, પૃથ્વી… લંડનમાં અંબાણી પરિવારે સ્વતંત્રતા દિવસ ઉજવ્યો સહારામાં ફસાયેલા પૈસા આવી રીતે મળી રહ્યા છે પાછા, જાણો સંપૂર્ણ પ્રોસેસ જ્યારે જેલમાં ગયો હતો સલમાન ખાન, જાતે સાફ કરવું પડતુ બાથરૂમ ‘અશ્લીલ છોકરી…’ ટ્રોલર્સે કપડાના કારણે પોર્ન સ્ટાર કહેતા એક્ટ્રેસ વિફરી નડિયાદમાં સ્કૂલના બાળકોની સ્વતંત્રતા પર્વની અનોખી ઉજવણીશેર કરી ઓસ્ટ્રેલિયાથી સુંદર તસવીરો ‘ફિલ્મ મેકર્સે યૂટિલાઈઝ ના કરી’, સ્ટારે હેટર્સને આપ્યોજવાબ ‘કચ્ચા બદામ’ ગર્લ અંજલિએ ટેનિસ કોર્ટ પર દેખાડી અદાઓઃ યુઝર્સ બોલ્યા પ્રેમ થઈ ગયો કેટલું આવે છે શાહરુખ ખાનના ઘરનું વીજળીનું બિલ? ખુદ કિંગ ખાને કહ્યું… વિરાટ કોહલીવિરાટ કોહલી ઇયરબર્ડ્સ"
Serial number 2 :,"ભારતીય ટીમે રનથી જીતી ત્રીજી વન-ડે, સીરિઝ પર -થી કબ્જો

 લેટેસ્ટ સ્ટોરીઝ સ્પોર્ટ્સ ભારતીય ટીમે રનથી જીતી ત્રીજી વન-ડે, સીરિઝ પર -થી કબ્જોભારતે વેસ્ટ ઇન્ડિઝને ત્રીજી વન-ડેમાં હરાવ્યું છે.મેચમાં હાર્દિક પંડ્યાની આગેવાનીમાં ભારતીય ટીમે વેસ્ટ ઈન્ડિઝને રનથી હરાવ્યું હતું.રીતે ટીમ ઈન્ડિયાએ વન-ડેની શ્રેણી -થી જીતી લીધી છે. ભારતના રનના જવાબમાં વેસ્ટ ઈન્ડિઝનો દાવ માત્ર રનમાં સમેટાઈ ગયો હતો. વેસ્ટ ઈન્ડિઝ તરફથી ગુડાકેશ મોટેએ બોલમાં રનની સૌથી વધુ ઈનિંગ રમી હતી. જ્યારે વેસ્ટ ઈન્ડિઝના બેટ્સમેન ડબલ ફિગરને પાર કરી શક્યાહતા.સાથેભારત તરફથી શાર્દુલ ઠાકુરે સૌથી વધુ વિકેટ ઝડપી હતી.સિવાય મુકેશ કુમારને સફળતા મળી. જ્યારે કુલદીપ યાદવે વિકેટ પોતાના નામે કરી હતી. જયદેવ ઉનડકટને, લગભગ વર્ષ પછી ભારત માટે રમીને સફળતા મળી. ટીમ ઈન્ડિયાએ વેસ્ટ ઈન્ડિઝને મોટો ટાર્ગેટ આપ્યો હતોપહેલા વેસ્ટ ઈન્ડિઝના કેપ્ટન શાઈ હોપે ટોસ જીતીને બોલિંગ કરવાનો નિર્ણય કર્યો હતો. ટોસ હાર્યા બાદ પ્રથમ બેટિંગ કરવા ઉતરેલી ટીમ ઈન્ડિયાએ ઓવરમાં વિકેટે રન બનાવ્યા હતા. ભારત તરફથી ઓપનર શુભમન ગીલે સૌથી વધુ રન બનાવ્યા હતા. શુભમન ગિલે બોલમાં રનની ઇનિંગ રમી હતી. તેણે પોતાની ઇનિંગમાં ચોગ્ગા ફટકાર્યા હતા. જ્યારે ઈશાન કિશને બોલમાં રન બનાવ્યા હતા. તેણે પોતાની ઇનિંગમાં ફોર અને સિક્સર ફટકારી હતી.સિવાય કેપ્ટન હાર્દિક પંડ્યા બોલમાં ફોર અને સિક્સરની મદદથી રન બનાવીને અણનમ પરત ફર્યો હતો. તેસમયે, સંજુ સેમસને બોલમાં રનનું યોગદાન આપ્યું હતું.!👏,👌▶️//./|../(@)આવી છે વેસ્ટ ઈન્ડિઝના બોલરોની હાલત વેસ્ટ ઈન્ડિઝના બોલરોની વાત કરીએ તો રોમેરો શેફર્ડ સૌથી સફળ બોલર હતો. રોમેરો શેફર્ડે ઓવરમાં રન આપીને વિકેટ લીધી હતી.સિવાય અલઝારી જોસેફ, ગુડાકેશ મોટે અને યાનિક કારિયાને -થી સફળતા મળી હતી. નોંધપાત્ર વાતછે કેશ્રેણીની પ્રથમ મેચમાં ભારતે વેસ્ટ ઈન્ડિઝને વિકેટે હરાવ્યું હતું. પરંતુ વેસ્ટ ઈન્ડિઝે બીજી મેચમાં શાનદાર વાપસી કરી હતી. વેસ્ટ ઈન્ડિઝે શ્રેણીની બીજી મેચ વિકેટે જીતી લીધી હતી. જોકે, ભારતીય ટીમે ત્રીજી અને છેલ્લી મેચ જીતીને શ્રેણી -થી જીતી લીધી હતી. હવે બંને ટીમો શ્રેણીમાં આમને-સામને થશે. સચિને કોતરાવ્યું સીમાના નામનુંઆ રીતે પ્રેમ વ્યક્ત કર્યો ગદર ની એક્ટ્રેસનો ગદર સાથે પણ સંબંધ, પિતાના ખોળામાં જોયું શૂટિંગ દિશા પટણી બની ગઈ ડાયરેક્ટર બોલી- કેમ કરું ચિંતા લીંબુના પાંદડાના છે મોટા ફાયદા, જાણ્યા પછી આપ પણ કરશો ઉપયોગ પુત્રી રાહાથી દૂર નહીં રહી શક્તી આલિયા, સ્ટૂડિયોમાં બનાવડાવી લીધું આખુ શહેર વાહ! શું સ્વેગ છે… રાહુલ ગાંધીએ લદ્દાખના રસ્તાઓ પર દોડાવી બાઈક ના મહિલા નેતા રેશ્મા પટેલ લગ્નના બંધનમાં બંધાયા, સામે આવી તસવીરો અંબાજીના દર્શને પહોંચી સીરીયલની અનુપમા-કારણોથી ‘ગદર’ની સામે કમજોર છે સની દેઓલની પાપા શોએબના ખોળામાં સૂઈ ગયો રુહાન, દીપિકા બોલી- શાંતિ મળી… સીમા હૈદરે સંભળાવી હનુમાન ચાલીસા, કહ્યું- રોજ કરું છું પૂજા-પાઠ ઈશા, આકાશ, અનંત, પૃથ્વી… લંડનમાં અંબાણી પરિવારે સ્વતંત્રતા દિવસ ઉજવ્યો સહારામાં ફસાયેલા પૈસા આવી રીતે મળી રહ્યા છે પાછા, જાણો સંપૂર્ણ પ્રોસેસ જ્યારે જેલમાં ગયો હતો સલમાન ખાન, જાતે સાફ કરવું પડતુ બાથરૂમ ‘અશ્લીલ છોકરી…’ ટ્રોલર્સે કપડાના કારણે પોર્ન સ્ટાર કહેતા એક્ટ્રેસ વિફરી નડિયાદમાં સ્કૂલના બાળકોની સ્વતંત્રતા પર્વની અનોખી ઉજવણીશેર કરી ઓસ્ટ્રેલિયાથી સુંદર તસવીરો ‘ફિલ્મ મેકર્સે યૂટિલાઈઝ ના કરી’, સ્ટારે હેટર્સને આપ્યોજવાબ ‘કચ્ચા બદામ’ ગર્લ અંજલિએ ટેનિસ કોર્ટ પર દેખાડી અદાઓઃ યુઝર્સ બોલ્યા પ્રેમ થઈ ગયો કેટલું આવે છે શાહરુખ ખાનના ઘરનું વીજળીનું બિલ? ખુદ કિંગ ખાને કહ્યું…"
Serial number 3 :,"મુંબઈમાં થઈ ધોનીની સર્જરી! પંતનું ઓપરેશન કરનારા ડોક્ટરે કરી ‘માહી’ની સારવાર

 લેટેસ્ટ સ્ટોરીઝ સ્પોર્ટ્સ મુંબઈમાં થઈ ધોનીની સર્જરી! પંતનું ઓપરેશન કરનારા ડોક્ટરે કરી ‘માહી’ની સારવારમુંબઈચેન્નાઈ સુપર કિંગ્સના કેપ્ટન મહેન્દ્ર સિંહ ધોનીએ ગુરુવારેજૂન) ઘૂંટણની સર્જરી કરાવી હતી. ની મી સિઝનમાં તે ઘૂંટણની સમસ્યા સામે લડતો જોવા મળ્યો હતો. જીત્યાના કલાકની અંદર તેણે મુંબઈમાં ડૉક્ટરની સલાહ લીધી. ધોનીએજ ડૉક્ટરની સલાહ લીધી છે જેણે વિકેટ કીપર બેટ્સમેન ઋષભ પંતની સારવાર કરી હતી. જે બાદ સર્જરી કરાવવાનો નિર્ણય કર્યો. મીડિયા રિપોર્ટ્સ અનુસાર, ધોની બુધવારેમે) ના રોજ મુંબઈની કોકિલાબેન ધીરુભાઈ અંબાણી હોસ્પિટલ અને મેડિકલ રિસર્ચ ઈન્સ્ટિટ્યૂટમાં તેના ઘૂંટણની સારવાર માટે હતો. હવે ગુરુવારે સવારે આઠ વાગ્યે તેનું સફળ ઓપરેશન કરવામાં આવ્યું હતું. ચેન્નાઈ સુપર કિંગ્સનો કેપ્ટન ધોની ડૉ.દિનશા પારડીવાલાને મળ્યો હતો. દિનશા સ્પોર્ટ્સ ઓર્થોપેડિક્સના નિષ્ણાત તેમજ હોસ્પિટલમાં સ્પોર્ટ્સ મેડિસિનના ડિરેક્ટર છે. તે દિલ્હી કેપિટલ્સના કેપ્ટન પંતની પણ સારવાર કરી રહ્યા છે. તેમણે માં ઓલિમ્પિક ચેમ્પિયન નીરજ ચોપરાનું પણ ઓપરેશન કર્યું છે. નાઆપી માહિતી મુંબઈ જતા પહેલા ધોનીએ ચેન્નાઈ સુપર કિંગ્સના મેનેજમેન્ટ સાથેઅંગે વાત કરી હતી. ફ્રેન્ચાઈઝીએ ધોનીની સાથે તેની ટીમના ચિકિત્સક ડો. મધુ થોટ્ટાપિલીને મુંબઈ મોકલ્યા છે.પહેલા બુધવારે ચેન્નાઈ સુપર કિંગ્સના સીઈઓ કાશી વિશ્વનાથને ધોનીની ઈજા અંગે માહિતી આપી હતી. ધોની આઈપીએલ દરમિયાન ડાબા ઘૂંટણની ઈજાથી પરેશાન જોવા મળ્યો હતો. તે દરેક મેચમાં ખાસ પટ્ટી બાંધીને મેદાનમાં ઉતરતો હતો. દરમિયાન ધોનીએ નીચા ક્રમમાં બેટિંગ કરી હતી. જ્યારે તેને તેના વિશે પૂછવામાં આવ્યું તો તેણે કહ્યું કે, તે વધારે દોડી શકતો નથી. વિશ્વનાથને સમાચાર એજન્સી પીટીઆઈને કહ્યું હતું, “હા,સાચું છે કે ધોની તેના ડાબા ઘૂંટણની ઈજા માટે તબીબી સલાહ લેશે અને તે મુજબ નિર્ણય લેશે.” સચિને કોતરાવ્યું સીમાના નામનુંઆ રીતે પ્રેમ વ્યક્ત કર્યો ગદર ની એક્ટ્રેસનો ગદર સાથે પણ સંબંધ, પિતાના ખોળામાં જોયું શૂટિંગ દિશા પટણી બની ગઈ ડાયરેક્ટર બોલી- કેમ કરું ચિંતા લીંબુના પાંદડાના છે મોટા ફાયદા, જાણ્યા પછી આપ પણ કરશો ઉપયોગ પુત્રી રાહાથી દૂર નહીં રહી શક્તી આલિયા, સ્ટૂડિયોમાં બનાવડાવી લીધું આખુ શહેર વાહ! શું સ્વેગ છે… રાહુલ ગાંધીએ લદ્દાખના રસ્તાઓ પર દોડાવી બાઈક ના મહિલા નેતા રેશ્મા પટેલ લગ્નના બંધનમાં બંધાયા, સામે આવી તસવીરો અંબાજીના દર્શને પહોંચી સીરીયલની અનુપમા-કારણોથી ‘ગદર’ની સામે કમજોર છે સની દેઓલની પાપા શોએબના ખોળામાં સૂઈ ગયો રુહાન, દીપિકા બોલી- શાંતિ મળી… સીમા હૈદરે સંભળાવી હનુમાન ચાલીસા, કહ્યું- રોજ કરું છું પૂજા-પાઠ ઈશા, આકાશ, અનંત, પૃથ્વી… લંડનમાં અંબાણી પરિવારે સ્વતંત્રતા દિવસ ઉજવ્યો સહારામાં ફસાયેલા પૈસા આવી રીતે મળી રહ્યા છે પાછા, જાણો સંપૂર્ણ પ્રોસેસ જ્યારે જેલમાં ગયો હતો સલમાન ખાન, જાતે સાફ કરવું પડતુ બાથરૂમ ‘અશ્લીલ છોકરી…’ ટ્રોલર્સે કપડાના કારણે પોર્ન સ્ટાર કહેતા એક્ટ્રેસ વિફરી નડિયાદમાં સ્કૂલના બાળકોની સ્વતંત્રતા પર્વની અનોખી ઉજવણીશેર કરી ઓસ્ટ્રેલિયાથી સુંદર તસવીરો ‘ફિલ્મ મેકર્સે યૂટિલાઈઝ ના કરી’, સ્ટારે હેટર્સને આપ્યોજવાબ ‘કચ્ચા બદામ’ ગર્લ અંજલિએ ટેનિસ કોર્ટ પર દેખાડી અદાઓઃ યુઝર્સ બોલ્યા પ્રેમ થઈ ગયો કેટલું આવે છે શાહરુખ ખાનના ઘરનું વીજળીનું બિલ? ખુદ કિંગ ખાને કહ્યું…"
Serial number 4 :,"ધોનીની નિવૃતિ અંગે નાકરી મોટી જાહેરાત, જાણો શું કહ્યું

 લેટેસ્ટ સ્ટોરીઝ સ્પોર્ટ્સ ધોનીની નિવૃતિ અંગે નાકરી મોટી જાહેરાત, જાણો શું કહ્યુંનવી દિલ્હીચેન્નાઈ સુપર કિંગ્સના કેપ્ટન મહેન્દ્ર સિંહ ધોની ટૂંક સમયમાં પોતાના ઘૂંટણની સારવાર અંગે નિર્ણય લેશે. તેમાટે મુંબઈમાં સ્પોર્ટ્સ ઓર્થોપેડિક્સ નિષ્ણાતની સલાહ લેશે. ચેન્નાઈ સુપર કિંગ્સના સીઈઓ કાશી વિશ્વનાથને બુધવારેજાણકારી આપી. ધોની આઈપીએલ દરમિયાન ડાબા ઘૂંટણની ઈજાથી પરેશાન જોવા મળ્યો હતો. તે દરેક મેચમાં ખાસ પટ્ટી બાંધીને મેદાનમાં ઉતરતો હતો. દરમિયાન ધોનીએ નીચા ક્રમમાં બેટિંગ કરી હતી. જ્યારે તેને તેના વિશે પૂછવામાં આવ્યું તો તેણે કહ્યું કે તે વધારે દોડી શકતો નથી. “હા,વાત સાચી છે કે ધોની તેના ડાબા ઘૂંટણની ઈજા માટે તબીબી સલાહ લેશે અને તે મુજબ નિર્ણય લેશે શું ધોની આગામી સિઝનમાં નહીં રમે? શું એવી સંભાવના છે કે ધોની આગામી સિઝનમાં નહીં રમવાનું નક્કી કરે?આ અંગે ચેન્નાઈના સીઈઓએ કહ્યું, “સાચું કહું તો, અમે તે દિશામાં પણ વિચારી રહ્યા નથી કારણ કે અમે તે તબક્કે પહોંચ્યા નથી. તે સંપૂર્ણપણે ધોનીનો નિર્ણય હશે, પરંતુ હું તમને કહી શકું છું કે માં અમેબાબતો પર વિચાર કર્યો નથી.વિશેષ કાર્યક્રમનું આયોજન નહીં પૂછવામાં આવ્યું કે શું સુપ્રીમો એન શ્રીનિવાસને પાંચમી ટ્રોફી પછી ખેલાડીઓને સંબોધિત કર્યા હતા અને શું ઉજવણીઓ યોજાવાની હતી. આના પર કાશી વિશ્વનાથને કહ્યું, “તે ખૂબખુશ છે, પરંતુ ત્યાં કોઈ ઉજવણી નહોતી થઈ.” ખેલાડીઓ અમદાવાદથીપોતપોતાના મુકામ માટે રવાના થયા હતા. તેમજ જો તમે ને જોયું હોય તો અમે ક્યારેય ઉજવણી નથી કરતા.” સચિને કોતરાવ્યું સીમાના નામનુંઆ રીતે પ્રેમ વ્યક્ત કર્યો ગદર ની એક્ટ્રેસનો ગદર સાથે પણ સંબંધ, પિતાના ખોળામાં જોયું શૂટિંગ દિશા પટણી બની ગઈ ડાયરેક્ટર બોલી- કેમ કરું ચિંતા લીંબુના પાંદડાના છે મોટા ફાયદા, જાણ્યા પછી આપ પણ કરશો ઉપયોગ પુત્રી રાહાથી દૂર નહીં રહી શક્તી આલિયા, સ્ટૂડિયોમાં બનાવડાવી લીધું આખુ શહેર વાહ! શું સ્વેગ છે… રાહુલ ગાંધીએ લદ્દાખના રસ્તાઓ પર દોડાવી બાઈક ના મહિલા નેતા રેશ્મા પટેલ લગ્નના બંધનમાં બંધાયા, સામે આવી તસવીરો અંબાજીના દર્શને પહોંચી સીરીયલની અનુપમા-કારણોથી ‘ગદર’ની સામે કમજોર છે સની દેઓલની પાપા શોએબના ખોળામાં સૂઈ ગયો રુહાન, દીપિકા બોલી- શાંતિ મળી… સીમા હૈદરે સંભળાવી હનુમાન ચાલીસા, કહ્યું- રોજ કરું છું પૂજા-પાઠ ઈશા, આકાશ, અનંત, પૃથ્વી… લંડનમાં અંબાણી પરિવારે સ્વતંત્રતા દિવસ ઉજવ્યો સહારામાં ફસાયેલા પૈસા આવી રીતે મળી રહ્યા છે પાછા, જાણો સંપૂર્ણ પ્રોસેસ જ્યારે જેલમાં ગયો હતો સલમાન ખાન, જાતે સાફ કરવું પડતુ બાથરૂમ ‘અશ્લીલ છોકરી…’ ટ્રોલર્સે કપડાના કારણે પોર્ન સ્ટાર કહેતા એક્ટ્રેસ વિફરી નડિયાદમાં સ્કૂલના બાળકોની સ્વતંત્રતા પર્વની અનોખી ઉજવણીશેર કરી ઓસ્ટ્રેલિયાથી સુંદર તસવીરો ‘ફિલ્મ મેકર્સે યૂટિલાઈઝ ના કરી’, સ્ટારે હેટર્સને આપ્યોજવાબ ‘કચ્ચા બદામ’ ગર્લ અંજલિએ ટેનિસ કોર્ટ પર દેખાડી અદાઓઃ યુઝર્સ બોલ્યા પ્રેમ થઈ ગયો કેટલું આવે છે શાહરુખ ખાનના ઘરનું વીજળીનું બિલ? ખુદ કિંગ ખાને કહ્યું…"
Serial number 5 :,"રવિન્દ્ર જાડેજાએ જે બેટથી ને ચેમ્પિયન બનાવ્યું તેનેગિફ્ટ કરી દીધું

 લેટેસ્ટ સ્ટોરીઝ સ્પોર્ટ્સ રવિન્દ્ર જાડેજાએ જે બેટથી ને ચેમ્પિયન બનાવ્યું તેનેગિફ્ટ કરી દીધુંચેન્નાઈ સુપર કિંગ્સે રોમાંચક ફાઇનલમાં ગુજરાત ટાઇટન્સને હરાવીને નું ટાઇટલ જીત્યું.પાંચમી વખત હતું જ્યારે ચેન્નાઈ માં ચેમ્પિયન બન્યું હતું. ચેન્નાઈને ચેમ્પિયન બનાવવામાં રવિન્દ્ર જાડેજાનું મહત્વનું યોગદાન હતું. તેણે છેલ્લા બોલમાં એક સિક્સ અને એક ફોર ફટકારીને ચેન્નાઈને જીત અપાવી હતી.જીત બાદ જાડેજાએ દિલ જીતી લેનારું કામ કર્યું છે. આઈપીએલ ફાઇનલમાં રવિન્દ્ર જાડેજાએ જે બેટ વડે વિનિંગ ફોર ફટકારી હતી તે તેના ચેન્નાઈ સુપર કિંગ્સ ટીમના સાથી અજય મંડલને ભેટમાં આપી દીધું હતું. અજયે તેની ઇન્સ્ટાગ્રામ સ્ટોરી દ્વારાવિશે માહિતી આપી હતી. જાડેજાએ પોતાના પાર્ટનરને બેટ ભેટમાં આપ્યું તેની ઈન્સ્ટાગ્રામ સ્ટોરી પરબેટનો ફોટો પોસ્ટ કરતા અજય મંડલે લખ્યું કે, તમને ફાઈનલ મેચમાં રવિન્દ્ર જાડેજાના બોલમાં રન યાદ હશે…બાદ તેણે તે બેટ મને ગિફ્ટ તરીકે આપી દીધું છે. અજયેમાટે રવિન્દ્ર જાડેજાનો આભાર માન્યો હતો. ચેન્નાઈ ફ્રેન્ચાઈઝીનો પણ આભાર માન્યો, જેણે તેને જાડેજા સાથે ડ્રેસિંગ રૂમ શેર કરવાની તક આપી. (@) અજય મંડલ છત્તીસગઢ માટે ડોમેસ્ટિક ક્રિકેટ રમે છે. તે ઓલરાઉન્ડર છે અને લેફ્ટ આર્મ સ્પિન બોલિંગ કરે છે. ચેન્નાઈએસિઝનમાં અજયને લાખ રૂપિયાની બેઝ પ્રાઈઝમાં ખરીદ્યો હતો. પરંતુ તેસિઝનમાં માં ડેબ્યૂ કરી શક્યો નહોતો. સચિને કોતરાવ્યું સીમાના નામનુંઆ રીતે પ્રેમ વ્યક્ત કર્યો ગદર ની એક્ટ્રેસનો ગદર સાથે પણ સંબંધ, પિતાના ખોળામાં જોયું શૂટિંગ દિશા પટણી બની ગઈ ડાયરેક્ટર બોલી- કેમ કરું ચિંતા લીંબુના પાંદડાના છે મોટા ફાયદા, જાણ્યા પછી આપ પણ કરશો ઉપયોગ પુત્રી રાહાથી દૂર નહીં રહી શક્તી આલિયા, સ્ટૂડિયોમાં બનાવડાવી લીધું આખુ શહેર વાહ! શું સ્વેગ છે… રાહુલ ગાંધીએ લદ્દાખના રસ્તાઓ પર દોડાવી બાઈક ના મહિલા નેતા રેશ્મા પટેલ લગ્નના બંધનમાં બંધાયા, સામે આવી તસવીરો અંબાજીના દર્શને પહોંચી સીરીયલની અનુપમા-કારણોથી ‘ગદર’ની સામે કમજોર છે સની દેઓલની પાપા શોએબના ખોળામાં સૂઈ ગયો રુહાન, દીપિકા બોલી- શાંતિ મળી… સીમા હૈદરે સંભળાવી હનુમાન ચાલીસા, કહ્યું- રોજ કરું છું પૂજા-પાઠ ઈશા, આકાશ, અનંત, પૃથ્વી… લંડનમાં અંબાણી પરિવારે સ્વતંત્રતા દિવસ ઉજવ્યો સહારામાં ફસાયેલા પૈસા આવી રીતે મળી રહ્યા છે પાછા, જાણો સંપૂર્ણ પ્રોસેસ જ્યારે જેલમાં ગયો હતો સલમાન ખાન, જાતે સાફ કરવું પડતુ બાથરૂમ ‘અશ્લીલ છોકરી…’ ટ્રોલર્સે કપડાના કારણે પોર્ન સ્ટાર કહેતા એક્ટ્રેસ વિફરી નડિયાદમાં સ્કૂલના બાળકોની સ્વતંત્રતા પર્વની અનોખી ઉજવણીશેર કરી ઓસ્ટ્રેલિયાથી સુંદર તસવીરો ‘ફિલ્મ મેકર્સે યૂટિલાઈઝ ના કરી’, સ્ટારે હેટર્સને આપ્યોજવાબ ‘કચ્ચા બદામ’ ગર્લ અંજલિએ ટેનિસ કોર્ટ પર દેખાડી અદાઓઃ યુઝર્સ બોલ્યા પ્રેમ થઈ ગયો કેટલું આવે છે શાહરુખ ખાનના ઘરનું વીજળીનું બિલ? ખુદ કિંગ ખાને કહ્યું… મહેન્દ્રસિંહ ધોનીરવિન્દ્ર જાડેજા"
